ID,SourceCurrency,DestinationCurrency,SourceAmount
1070,EUR,AUD,338958.5
1071,EUR,AUD,339274.35
1072,EUR,INR,339590.2
1073,USD,EUR,339906.05
1074,EUR,AUD,340221.9
1075,EUR,AUD,340537.75
1076,EUR,INR,340853.6
1077,USD,EUR,341169.45
1078,EUR,AUD,341485.3
1079,EUR,AUD,341801.15
1080,EUR,INR,342117
1081,USD,EUR,342432.85
1082,EUR,AUD,342748.7
1083,EUR,AUD,343064.55
1084,EUR,INR,343380.4
1085,USD,EUR,343696.25
1086,EUR,AUD,344012.1
1087,EUR,AUD,344327.95
1088,EUR,INR,344643.8
1089,USD,EUR,344959.65
1090,EUR,AUD,345275.5
1091,EUR,AUD,345591.35
1092,EUR,INR,345907.2
1093,USD,EUR,346223.05
1094,EUR,AUD,346538.9
1095,EUR,AUD,346854.75
1096,EUR,INR,347170.6
1097,USD,EUR,347486.45
1098,EUR,AUD,347802.3
1099,EUR,AUD,348118.15
1100,EUR,INR,348434
1101,USD,EUR,348749.85
1102,EUR,AUD,349065.7
1103,EUR,AUD,349381.55
1104,EUR,INR,349697.4
1105,USD,EUR,350013.25
1106,EUR,AUD,350329.1
1107,EUR,AUD,350644.95
1108,EUR,INR,350960.8
1109,USD,EUR,351276.65
1110,EUR,AUD,351592.5
1111,EUR,AUD,351908.35
1112,EUR,INR,352224.2
1113,USD,EUR,352540.05
1114,EUR,AUD,352855.9
1115,EUR,AUD,353171.75
1116,EUR,INR,353487.6
1117,USD,EUR,353803.45
1118,EUR,AUD,354119.3
1119,EUR,AUD,354435.15
1120,EUR,INR,354751
1121,USD,EUR,355066.85
1122,EUR,AUD,355382.7
1123,EUR,AUD,355698.55
1124,EUR,INR,356014.4
1125,USD,EUR,356330.25
1126,EUR,AUD,356646.1
1127,EUR,AUD,356961.95
1128,EUR,INR,357277.8
1129,USD,EUR,357593.65
1130,EUR,AUD,357909.5
1131,EUR,AUD,358225.35
1132,EUR,INR,358541.2
1133,USD,EUR,358857.05
1134,EUR,AUD,359172.9
1135,EUR,AUD,359488.75
1136,EUR,INR,359804.6
1137,USD,EUR,360120.45
1138,EUR,AUD,360436.3
1139,EUR,AUD,360752.15
1140,EUR,INR,361068
1141,USD,EUR,361383.85
1142,EUR,AUD,361699.7
1143,EUR,AUD,362015.55
1144,EUR,INR,362331.4
1145,USD,EUR,362647.25
1146,EUR,AUD,362963.1
1147,EUR,AUD,363278.95
1148,EUR,INR,363594.8
1149,USD,EUR,363910.65
1150,EUR,AUD,364226.5
1151,EUR,AUD,364542.35
1152,EUR,INR,364858.2
1153,USD,EUR,365174.05
1154,EUR,AUD,365489.9
1155,EUR,AUD,365805.75
1156,EUR,INR,366121.6
1157,USD,EUR,366437.45
1158,EUR,AUD,366753.3
1159,EUR,AUD,367069.15
1160,EUR,INR,367385
1161,USD,EUR,367700.85
1162,EUR,AUD,368016.7
1163,EUR,AUD,368332.55
1164,EUR,INR,368648.4
1165,USD,EUR,368964.25
1166,EUR,AUD,369280.1
1167,EUR,AUD,369595.95
1168,EUR,INR,369911.8
1169,USD,EUR,370227.65
1170,EUR,AUD,370543.5
1171,EUR,AUD,370859.35
1172,EUR,INR,371175.2
1173,USD,EUR,371491.05
1174,EUR,AUD,371806.9
1175,EUR,AUD,372122.75
1176,EUR,INR,372438.6
1177,USD,EUR,372754.45
1178,EUR,AUD,373070.3
1179,EUR,AUD,373386.15
1180,EUR,INR,373702
1181,USD,EUR,374017.85
1182,EUR,AUD,374333.7
1183,EUR,AUD,374649.55
1184,EUR,INR,374965.4
1185,USD,EUR,375281.25
1186,EUR,AUD,375597.1
1187,EUR,AUD,375912.95
1188,EUR,INR,376228.8
1189,USD,EUR,376544.65
1190,EUR,AUD,376860.5
1191,EUR,AUD,377176.35
1192,EUR,INR,377492.2
1193,USD,EUR,377808.05
1194,EUR,AUD,378123.9
1195,EUR,AUD,378439.75
1196,EUR,INR,378755.6
1197,USD,EUR,379071.45
1198,EUR,AUD,379387.3
1199,EUR,AUD,379703.15
1200,EUR,INR,380019
1201,USD,EUR,380334.85
1202,EUR,AUD,380650.7
1203,EUR,AUD,380966.55
1204,EUR,INR,381282.4
1205,USD,EUR,381598.25
1206,EUR,AUD,381914.1
1207,EUR,AUD,382229.95
1208,EUR,INR,382545.8
1209,USD,EUR,382861.65
1210,EUR,AUD,383177.5
1211,EUR,AUD,383493.35
1212,EUR,INR,383809.2
1213,USD,EUR,384125.05
1214,EUR,AUD,384440.9
1215,EUR,AUD,384756.75
1216,EUR,INR,385072.6
1217,USD,EUR,385388.45
1218,EUR,AUD,385704.3
1219,EUR,AUD,386020.15
1220,EUR,INR,386336
1221,USD,EUR,386651.85
1222,EUR,AUD,386967.7
1223,EUR,AUD,387283.55
1224,EUR,INR,387599.4
1225,USD,EUR,387915.25
1226,EUR,AUD,388231.1
1227,EUR,AUD,388546.95
1228,EUR,INR,388862.8
1229,USD,EUR,389178.65
1230,EUR,AUD,389494.5
1231,EUR,AUD,389810.35
1232,EUR,INR,390126.2
1233,USD,EUR,390442.05
1234,EUR,AUD,390757.9
1235,EUR,AUD,391073.75
1236,EUR,INR,391389.6
1237,USD,EUR,391705.45
1238,EUR,AUD,392021.3
1239,EUR,AUD,392337.15
1240,EUR,INR,392653
1241,USD,EUR,392968.85
1242,EUR,AUD,393284.7
1243,EUR,AUD,393600.55
1244,EUR,INR,393916.4
1245,USD,EUR,394232.25
1246,EUR,AUD,394548.1
1247,EUR,AUD,394863.95
1248,EUR,INR,395179.8
1249,USD,EUR,395495.65
1250,EUR,AUD,395811.5
1251,EUR,AUD,396127.35
1252,EUR,INR,396443.2
1253,USD,EUR,396759.05
1254,EUR,AUD,397074.9
1255,EUR,AUD,397390.75
1256,EUR,INR,397706.6
1257,USD,EUR,398022.45
1258,EUR,AUD,398338.3
1259,EUR,AUD,398654.15
1260,EUR,INR,398970
1261,USD,EUR,399285.85
1262,EUR,AUD,399601.7
1263,EUR,AUD,399917.55
1264,EUR,INR,400233.4
1265,USD,EUR,400549.25
1266,EUR,AUD,400865.1
1267,EUR,AUD,401180.95
1268,EUR,INR,401496.8
1269,USD,EUR,401812.65
1270,EUR,AUD,402128.5
1271,EUR,AUD,402444.35
1272,EUR,INR,402760.2
1273,USD,EUR,403076.05
1274,EUR,AUD,403391.9
1275,EUR,AUD,403707.75
1276,EUR,INR,404023.6
1277,USD,EUR,404339.45
1278,EUR,AUD,404655.3
1279,EUR,AUD,404971.15
1280,EUR,INR,405287
1281,USD,EUR,405602.85
1282,EUR,AUD,405918.7
1283,EUR,AUD,406234.55
1284,EUR,INR,406550.4
1285,USD,EUR,406866.25
1286,EUR,AUD,407182.1
1287,EUR,AUD,407497.95
1288,EUR,INR,407813.8
1289,USD,EUR,408129.65
1290,EUR,AUD,408445.5
1291,EUR,AUD,408761.35
1292,EUR,INR,409077.2
1293,USD,EUR,409393.05
1294,EUR,AUD,409708.9
1295,EUR,AUD,410024.75
1296,EUR,INR,410340.6
1297,USD,EUR,410656.45
1298,EUR,AUD,410972.3
1299,EUR,AUD,411288.15
1300,EUR,INR,411604
1301,USD,EUR,411919.85
1302,EUR,AUD,412235.7
1303,EUR,AUD,412551.55
1304,EUR,INR,412867.4
1305,USD,EUR,413183.25
1306,EUR,AUD,413499.1
1307,EUR,AUD,413814.95
1308,EUR,INR,414130.8
1309,USD,EUR,414446.65
1310,EUR,AUD,414762.5
1311,EUR,AUD,415078.35
1312,EUR,INR,415394.2
1313,USD,EUR,415710.05
1314,EUR,AUD,416025.9
1315,EUR,AUD,416341.75
1316,EUR,INR,416657.6
1317,USD,EUR,416973.45
1318,EUR,AUD,417289.3
1319,EUR,AUD,417605.15
1320,EUR,INR,417921
1321,USD,EUR,418236.85
1322,EUR,AUD,418552.7
1323,EUR,AUD,418868.55
1324,EUR,INR,419184.4
1325,USD,EUR,419500.25
1326,EUR,AUD,419816.1
1327,EUR,AUD,420131.95
1328,EUR,INR,420447.8
1329,USD,EUR,420763.65
1330,EUR,AUD,421079.5
1331,EUR,AUD,421395.35
1332,EUR,INR,421711.2
1333,USD,EUR,422027.05
1334,EUR,AUD,422342.9
1335,EUR,AUD,422658.75
1336,EUR,INR,422974.6
1337,USD,EUR,423290.45
1338,EUR,AUD,423606.3
1339,EUR,AUD,423922.15
1340,EUR,INR,424238
1341,USD,EUR,424553.85
1342,EUR,AUD,424869.7
1343,EUR,AUD,425185.55
1344,EUR,INR,425501.4
1345,USD,EUR,425817.25
1346,EUR,AUD,426133.1
1347,EUR,AUD,426448.95
1348,EUR,INR,426764.8
1349,USD,EUR,427080.65
1350,EUR,AUD,427396.5
1351,EUR,AUD,427712.35
1352,EUR,INR,428028.2
1353,USD,EUR,428344.05
1354,EUR,AUD,428659.9
1355,EUR,AUD,428975.75
1356,EUR,INR,429291.6
1357,USD,EUR,429607.45
1358,EUR,AUD,429923.3
1359,EUR,AUD,430239.15
1360,EUR,INR,430555
1361,USD,EUR,430870.85
1362,EUR,AUD,431186.7
1363,EUR,AUD,431502.55
1364,EUR,INR,431818.4
1365,USD,EUR,432134.25
1366,EUR,AUD,432450.1
1367,EUR,AUD,432765.95
1368,EUR,INR,433081.8
1369,USD,EUR,433397.65
1370,EUR,AUD,433713.5
1371,EUR,AUD,434029.35
1372,EUR,INR,434345.2
1373,USD,EUR,434661.05
1374,EUR,AUD,434976.9
1375,EUR,AUD,435292.75
1376,EUR,INR,435608.6
1377,USD,EUR,435924.45
1378,EUR,AUD,436240.3
1379,EUR,AUD,436556.15
1380,EUR,INR,436872
1381,USD,EUR,437187.85
1382,EUR,AUD,437503.7
1383,EUR,AUD,437819.55
1384,EUR,INR,438135.4
1385,USD,EUR,438451.25
1386,EUR,AUD,438767.1
1387,EUR,AUD,439082.95
1388,EUR,INR,439398.8
1389,USD,EUR,439714.65
1390,EUR,AUD,440030.5
1391,EUR,AUD,440346.35
1392,EUR,INR,440662.2
1393,USD,EUR,440978.05
1394,EUR,AUD,441293.9
1395,EUR,AUD,441609.75
1396,EUR,INR,441925.6
1397,USD,EUR,442241.45
1398,EUR,AUD,442557.3
1399,EUR,AUD,442873.15
1400,EUR,INR,443189
1401,USD,EUR,443504.85
1402,EUR,AUD,443820.7
1403,EUR,AUD,444136.55
1404,EUR,INR,444452.4
1405,USD,EUR,444768.25
1406,EUR,AUD,445084.1
1407,EUR,AUD,445399.95
1408,EUR,INR,445715.8
1409,USD,EUR,446031.65
1410,EUR,AUD,446347.5
1411,EUR,AUD,446663.35
1412,EUR,INR,446979.2
1413,USD,EUR,447295.05
1414,EUR,AUD,447610.9
1415,EUR,AUD,447926.75
1416,EUR,INR,448242.6
1417,USD,EUR,448558.45
1418,EUR,AUD,448874.3
1419,EUR,AUD,449190.15
1420,EUR,INR,449506
1421,USD,EUR,449821.85
1422,EUR,AUD,450137.7
1423,EUR,AUD,450453.55
1424,EUR,INR,450769.4
1425,USD,EUR,451085.25
1426,EUR,AUD,451401.1
1427,EUR,AUD,451716.95
1428,EUR,INR,452032.8
1429,USD,EUR,452348.65
1430,EUR,AUD,452664.5
1431,EUR,AUD,452980.35
1432,EUR,INR,453296.2
1433,USD,EUR,453612.05
1434,EUR,AUD,453927.9
1435,EUR,AUD,454243.75
1436,EUR,INR,454559.6
1437,USD,EUR,454875.45
1438,EUR,AUD,455191.3
1439,EUR,AUD,455507.15
1440,EUR,INR,455823
1441,USD,EUR,456138.85
1442,EUR,AUD,456454.7
1443,EUR,AUD,456770.55
1444,EUR,INR,457086.4
1445,USD,EUR,457402.25
1446,EUR,AUD,457718.1
1447,EUR,AUD,458033.95
1448,EUR,INR,458349.8
1449,USD,EUR,458665.65
1450,EUR,AUD,458981.5
1451,EUR,AUD,459297.35
1452,EUR,INR,459613.2
1453,USD,EUR,459929.05
1454,EUR,AUD,460244.9
1455,EUR,AUD,460560.75
1456,EUR,INR,460876.6
1457,USD,EUR,461192.45
1458,EUR,AUD,461508.3
1459,EUR,AUD,461824.15
1460,EUR,INR,462140
1461,USD,EUR,462455.85
1462,EUR,AUD,462771.7
1463,EUR,AUD,463087.55
1464,EUR,INR,463403.4
1465,USD,EUR,463719.25
1466,EUR,AUD,464035.1
1467,EUR,AUD,464350.95
1468,EUR,INR,464666.8
1469,USD,EUR,464982.65
1470,EUR,AUD,465298.5
1471,EUR,AUD,465614.35
1472,EUR,INR,465930.2
1473,USD,EUR,466246.05
1474,EUR,AUD,466561.9
1475,EUR,AUD,466877.75
1476,EUR,INR,467193.6
1477,USD,EUR,467509.45
1478,EUR,AUD,467825.3
1479,EUR,AUD,468141.15
1480,EUR,INR,468457
1481,USD,EUR,468772.85
1482,EUR,AUD,469088.7
1483,EUR,AUD,469404.55
1484,EUR,INR,469720.4
1485,USD,EUR,470036.25
1486,EUR,AUD,470352.1
1487,EUR,AUD,470667.95
1488,EUR,INR,470983.8
1489,USD,EUR,471299.65
1490,EUR,AUD,471615.5
1491,EUR,AUD,471931.35
1492,EUR,INR,472247.2
1493,USD,EUR,472563.05
1494,EUR,AUD,472878.9
1495,EUR,AUD,473194.75
1496,EUR,INR,473510.6
1497,USD,EUR,473826.45
1498,EUR,AUD,474142.3
1499,EUR,AUD,474458.15
1500,EUR,INR,474774
1501,USD,EUR,475089.85
1502,EUR,AUD,475405.7
1503,EUR,AUD,475721.55
1504,EUR,INR,476037.4
1505,USD,EUR,476353.25
1506,EUR,AUD,476669.1
1507,EUR,AUD,476984.95
1508,EUR,INR,477300.8
1509,USD,EUR,477616.65
1510,EUR,AUD,477932.5
1511,EUR,AUD,478248.35
1512,EUR,INR,478564.2
1513,USD,EUR,478880.05
1514,EUR,AUD,479195.9
1515,EUR,AUD,479511.75
1516,EUR,INR,479827.6
1517,USD,EUR,480143.45
1518,EUR,AUD,480459.3
1519,EUR,AUD,480775.15
1520,EUR,INR,481091
1521,USD,EUR,481406.85
1522,EUR,AUD,481722.7
1523,EUR,AUD,482038.55
1524,EUR,INR,482354.4
1525,USD,EUR,482670.25
1526,EUR,AUD,482986.1
1527,EUR,AUD,483301.95
1528,EUR,INR,483617.8
1529,USD,EUR,483933.65
1530,USD,EUR,484249.5
1531,EUR,AUD,484565.35
1532,EUR,AUD,484881.2
1533,EUR,INR,485197.05
1534,USD,EUR,485512.9
1535,EUR,AUD,485828.75
1536,EUR,AUD,486144.6
1537,EUR,INR,486460.45
1538,USD,EUR,486776.3
1539,EUR,AUD,487092.15
1540,EUR,AUD,487408
1541,EUR,INR,487723.85
1542,USD,EUR,488039.7
1543,EUR,AUD,488355.55
1544,EUR,AUD,488671.4
1545,EUR,INR,488987.25
1546,USD,EUR,489303.1
1547,EUR,AUD,489618.95
1548,EUR,AUD,489934.8
1549,EUR,INR,490250.65
1550,USD,EUR,490566.5
1551,EUR,AUD,490882.35
1552,EUR,AUD,491198.2
1553,EUR,INR,491514.05
1554,USD,EUR,491829.9
1555,EUR,AUD,492145.75
1556,EUR,AUD,492461.6
1557,EUR,INR,492777.45
1558,USD,EUR,493093.3
1559,EUR,AUD,493409.15
1560,EUR,AUD,493725
1561,EUR,INR,494040.85
1562,USD,EUR,494356.7
1563,EUR,AUD,494672.55
1564,EUR,AUD,494988.4
1565,EUR,INR,495304.25
1566,USD,EUR,495620.1
1567,EUR,AUD,495935.95
1568,EUR,AUD,496251.8
1569,EUR,INR,496567.65
1570,USD,EUR,496883.5
1571,EUR,AUD,497199.35
1572,EUR,AUD,497515.2
1573,EUR,INR,497831.05
1574,USD,EUR,498146.9
1575,EUR,AUD,498462.75
1576,EUR,AUD,498778.6
1577,EUR,INR,499094.45
1578,USD,EUR,499410.3
1579,EUR,AUD,499726.15
1580,EUR,AUD,500042
1581,EUR,INR,500357.85
1582,USD,EUR,500673.7
1583,EUR,AUD,500989.55
1584,EUR,AUD,501305.4
1585,EUR,INR,501621.25
1586,USD,EUR,501937.1
1587,EUR,AUD,502252.95
1588,EUR,AUD,502568.8
1589,EUR,INR,502884.65
1590,USD,EUR,503200.5
1591,EUR,AUD,503516.35
1592,EUR,AUD,503832.2
1593,EUR,INR,504148.05
1594,USD,EUR,504463.9
1595,EUR,AUD,504779.75
1596,EUR,AUD,505095.6
1597,EUR,INR,505411.45
1598,USD,EUR,505727.3
1599,EUR,AUD,506043.15
1600,EUR,AUD,506359
1601,EUR,INR,506674.85
1602,USD,EUR,506990.7
1603,EUR,AUD,507306.55
1604,EUR,AUD,507622.4
1605,EUR,INR,507938.25
1606,USD,EUR,508254.1
1607,EUR,AUD,508569.95
1608,EUR,AUD,508885.8
1609,EUR,INR,509201.65
1610,USD,EUR,509517.5
1611,EUR,AUD,509833.35
1612,EUR,AUD,510149.2
1613,EUR,INR,510465.05
1614,USD,EUR,510780.9
1615,EUR,AUD,511096.75
1616,EUR,AUD,511412.6
1617,EUR,INR,511728.45
1618,USD,EUR,512044.3
1619,EUR,AUD,512360.15
1620,EUR,AUD,512676
1621,EUR,INR,512991.85
1622,USD,EUR,513307.7
1623,EUR,AUD,513623.55
1624,EUR,AUD,513939.4
1625,EUR,INR,514255.25
1626,USD,EUR,514571.1
1627,EUR,AUD,514886.95
1628,EUR,AUD,515202.8
1629,EUR,INR,515518.65
1630,USD,EUR,515834.5
1631,EUR,AUD,516150.35
1632,EUR,AUD,516466.2
1633,EUR,INR,516782.05
1634,USD,EUR,517097.9
1635,EUR,AUD,517413.75
1636,EUR,AUD,517729.6
1637,EUR,INR,518045.45
1638,USD,EUR,518361.3
1639,EUR,AUD,518677.15
1640,EUR,AUD,518993
1641,EUR,INR,519308.85
1642,USD,EUR,519624.7
1643,EUR,AUD,519940.55
1644,EUR,AUD,520256.4
1645,EUR,INR,520572.25
1646,USD,EUR,520888.1
1647,EUR,AUD,521203.95
1648,EUR,AUD,521519.8
1649,EUR,INR,521835.65
1650,USD,EUR,522151.5
1651,EUR,AUD,522467.35
1652,EUR,AUD,522783.2
1653,EUR,INR,523099.05
1654,USD,EUR,523414.9
1655,EUR,AUD,523730.75
1656,EUR,AUD,524046.6
1657,EUR,INR,524362.45
1658,USD,EUR,524678.3
1659,EUR,AUD,524994.15
1660,EUR,AUD,525310
1661,EUR,INR,525625.85
1662,USD,EUR,525941.7
1663,EUR,AUD,526257.55
1664,EUR,AUD,526573.4
1665,EUR,INR,526889.25
1666,USD,EUR,527205.1
1667,EUR,AUD,527520.95
1668,EUR,AUD,527836.8
1669,EUR,INR,528152.65
1670,USD,EUR,528468.5
1671,EUR,AUD,528784.35
1672,EUR,AUD,529100.2
1673,EUR,INR,529416.05
1674,USD,EUR,529731.9
1675,EUR,AUD,530047.75
1676,EUR,AUD,530363.6
1677,EUR,INR,530679.45
1678,USD,EUR,530995.3
1679,EUR,AUD,531311.15
1680,EUR,AUD,531627
1681,EUR,INR,531942.85
1682,USD,EUR,532258.7
1683,EUR,AUD,532574.55
1684,EUR,AUD,532890.4
1685,EUR,INR,533206.25
1686,USD,EUR,533522.1
1687,EUR,AUD,533837.95
1688,EUR,AUD,534153.8
1689,EUR,INR,534469.65
1690,USD,EUR,534785.5
1691,EUR,AUD,535101.35
1692,EUR,AUD,535417.2
1693,EUR,INR,535733.05
1694,USD,EUR,536048.9
1695,EUR,AUD,536364.75
1696,EUR,AUD,536680.6
1697,EUR,INR,536996.45
1698,USD,EUR,537312.3
1699,EUR,AUD,537628.15
1700,EUR,AUD,537944
1701,EUR,INR,538259.85
1702,USD,EUR,538575.7
1703,EUR,AUD,538891.55
1704,EUR,AUD,539207.4
1705,EUR,INR,539523.25
1706,USD,EUR,539839.1
1707,EUR,AUD,540154.95
1708,EUR,AUD,540470.8
1709,EUR,INR,540786.65
1710,USD,EUR,541102.5
1711,EUR,AUD,541418.35
1712,EUR,AUD,541734.2
1713,EUR,INR,542050.05
1714,USD,EUR,542365.9
1715,EUR,AUD,542681.75
1716,EUR,AUD,542997.6
1717,EUR,INR,543313.45
1718,USD,EUR,543629.3
1719,EUR,AUD,543945.15
1720,EUR,AUD,544261
1721,EUR,INR,544576.85
1722,USD,EUR,544892.7
1723,EUR,AUD,545208.55
1724,EUR,AUD,545524.4
1725,EUR,INR,545840.25
1726,USD,EUR,546156.1
1727,EUR,AUD,546471.95
1728,EUR,AUD,546787.8
1729,EUR,INR,547103.65
1730,USD,EUR,547419.5
1731,EUR,AUD,547735.35
1732,EUR,AUD,548051.2
1733,EUR,INR,548367.05
1734,USD,EUR,548682.9
1735,EUR,AUD,548998.75
1736,EUR,AUD,549314.6
1737,EUR,INR,549630.45
1738,USD,EUR,549946.3
1739,EUR,AUD,550262.15
1740,EUR,AUD,550578
1741,EUR,INR,550893.85
1742,USD,EUR,551209.7
1743,EUR,AUD,551525.55
1744,EUR,AUD,551841.4
1745,EUR,INR,552157.25
1746,USD,EUR,552473.1
1747,EUR,AUD,552788.95
1748,EUR,AUD,553104.8
1749,EUR,INR,553420.65
1750,USD,EUR,553736.5
1751,EUR,AUD,554052.35
1752,EUR,AUD,554368.2
1753,EUR,INR,554684.05
1754,USD,EUR,554999.9
1755,EUR,AUD,555315.75
1756,EUR,AUD,555631.6
1757,EUR,INR,555947.45
1758,USD,EUR,556263.3
1759,EUR,AUD,556579.15
1760,EUR,AUD,556895
1761,EUR,INR,557210.85
1762,USD,EUR,557526.7
1763,EUR,AUD,557842.55
1764,EUR,AUD,558158.4
1765,EUR,INR,558474.25
1766,USD,EUR,558790.1
1767,EUR,AUD,559105.95
1768,EUR,AUD,559421.8
1769,EUR,INR,559737.65
1770,USD,EUR,560053.5
1771,EUR,AUD,560369.35
1772,EUR,AUD,560685.2
1773,EUR,INR,561001.05
1774,USD,EUR,561316.9
1775,EUR,AUD,561632.75
1776,EUR,AUD,561948.6
1777,EUR,INR,562264.45
1778,USD,EUR,562580.3
1779,EUR,AUD,562896.15
1780,EUR,AUD,563212
1781,EUR,INR,563527.85
1782,USD,EUR,563843.7
1783,EUR,AUD,564159.55
1784,EUR,AUD,564475.4
1785,EUR,INR,564791.25
1786,USD,EUR,565107.1
1787,EUR,AUD,565422.95
1788,EUR,AUD,565738.8
1789,EUR,INR,566054.65
1790,USD,EUR,566370.5
1791,EUR,AUD,566686.35
1792,EUR,AUD,567002.2
1793,EUR,INR,567318.05
1794,USD,EUR,567633.9
1795,EUR,AUD,567949.75
1796,EUR,AUD,568265.6
1797,EUR,INR,568581.45
1798,USD,EUR,568897.3
1799,EUR,AUD,569213.15
1800,EUR,AUD,569529
1801,EUR,INR,569844.85
1802,USD,EUR,570160.7
1803,EUR,AUD,570476.55
1804,EUR,AUD,570792.4
1805,EUR,INR,571108.25
1806,USD,EUR,571424.1
1807,EUR,AUD,571739.95
1808,EUR,AUD,572055.8
1809,EUR,INR,572371.65
1810,USD,EUR,572687.5
1811,EUR,AUD,573003.35
1812,EUR,AUD,573319.2
1813,EUR,INR,573635.05
1814,USD,EUR,573950.9
1815,EUR,AUD,574266.75
1816,EUR,AUD,574582.6
1817,EUR,INR,574898.45
1818,USD,EUR,575214.3
1819,EUR,AUD,575530.15
1820,EUR,AUD,575846
1821,EUR,INR,576161.85
1822,USD,EUR,576477.7
1823,EUR,AUD,576793.55
1824,EUR,AUD,577109.4
1825,EUR,INR,577425.25
1826,USD,EUR,577741.1
1827,EUR,AUD,578056.95
1828,EUR,AUD,578372.8
1829,EUR,INR,578688.65
1830,USD,EUR,579004.5
1831,EUR,AUD,579320.35
1832,EUR,AUD,579636.2
1833,EUR,INR,579952.05
1834,USD,EUR,580267.9
1835,EUR,AUD,580583.75
1836,EUR,AUD,580899.6
1837,EUR,INR,581215.45
1838,USD,EUR,581531.3
1839,EUR,AUD,581847.15
1840,EUR,AUD,582163
1841,EUR,INR,582478.85
1842,USD,EUR,582794.7
1843,EUR,AUD,583110.55
1844,EUR,AUD,583426.4
1845,EUR,INR,583742.25
1846,USD,EUR,584058.1
1847,EUR,AUD,584373.95
1848,EUR,AUD,584689.8
1849,EUR,INR,585005.65
1850,USD,EUR,585321.5
1851,EUR,AUD,585637.35
1852,EUR,AUD,585953.2
1853,EUR,INR,586269.05
1854,USD,EUR,586584.9
1855,EUR,AUD,586900.75
1856,EUR,AUD,587216.6
1857,EUR,INR,587532.45
1858,USD,EUR,587848.3
1859,EUR,AUD,588164.15
1860,EUR,AUD,588480
1861,EUR,INR,588795.85
1862,USD,EUR,589111.7
1863,EUR,AUD,589427.55
1864,EUR,AUD,589743.4
1865,EUR,INR,590059.25
1866,USD,EUR,590375.1
1867,EUR,AUD,590690.95
1868,EUR,AUD,591006.8
1869,EUR,INR,591322.65
1870,USD,EUR,591638.5
1871,EUR,AUD,591954.35
1872,EUR,AUD,592270.2
1873,EUR,INR,592586.05
1874,USD,EUR,592901.9
1875,EUR,AUD,593217.75
1876,EUR,AUD,593533.6
1877,EUR,INR,593849.45
1878,USD,EUR,594165.3
1879,EUR,AUD,594481.15
1880,EUR,AUD,594797
1881,EUR,INR,595112.85
1882,USD,EUR,595428.7
1883,EUR,AUD,595744.55
1884,EUR,AUD,596060.4
1885,EUR,INR,596376.25
1886,USD,EUR,596692.1
1887,EUR,AUD,597007.95
1888,EUR,AUD,597323.8
1889,EUR,INR,597639.65
1890,USD,EUR,597955.5
1891,EUR,AUD,598271.35
1892,EUR,AUD,598587.2
1893,EUR,INR,598903.05
1894,USD,EUR,599218.9
1895,EUR,AUD,599534.75
1896,EUR,AUD,599850.6
1897,EUR,INR,600166.45
1898,USD,EUR,600482.3
1899,EUR,AUD,600798.15
1900,EUR,AUD,601114
1901,EUR,INR,601429.85
1902,USD,EUR,601745.7
1903,EUR,AUD,602061.55
1904,EUR,AUD,602377.4
1905,EUR,INR,602693.25
1906,USD,EUR,603009.1
1907,EUR,AUD,603324.95
1908,EUR,AUD,603640.8
1909,EUR,INR,603956.65
1910,USD,EUR,604272.5
1911,EUR,AUD,604588.35
1912,EUR,AUD,604904.2
1913,EUR,INR,605220.05
1914,USD,EUR,605535.9
1915,EUR,AUD,605851.75
1916,EUR,AUD,606167.6
1917,EUR,INR,606483.45
1918,USD,EUR,606799.3
1919,EUR,AUD,607115.15
1920,EUR,AUD,607431
1921,EUR,INR,607746.85
1922,USD,EUR,608062.7
1923,EUR,AUD,608378.55
1924,EUR,AUD,608694.4
1925,EUR,INR,609010.25
1926,USD,EUR,609326.1
1927,EUR,AUD,609641.95
1928,EUR,AUD,609957.8
1929,EUR,INR,610273.65
1930,USD,EUR,610589.5
1931,EUR,AUD,610905.35
1932,EUR,AUD,611221.2
1933,EUR,INR,611537.05
1934,USD,EUR,611852.9
1935,EUR,AUD,612168.75
1936,EUR,AUD,612484.6
1937,EUR,INR,612800.45
1938,USD,EUR,613116.3
1939,EUR,AUD,613432.15
1940,EUR,AUD,613748
1941,EUR,INR,614063.85
1942,USD,EUR,614379.7
1943,EUR,AUD,614695.55
1944,EUR,AUD,615011.4
1945,EUR,INR,615327.25
1946,USD,EUR,615643.1
1947,EUR,AUD,615958.95
1948,EUR,AUD,616274.8
1949,EUR,INR,616590.65
1950,USD,EUR,616906.5
1951,EUR,AUD,617222.35
1952,EUR,AUD,617538.2
1953,EUR,INR,617854.05
1954,USD,EUR,618169.9
1955,EUR,AUD,618485.75
1956,EUR,AUD,618801.6
1957,EUR,INR,619117.45
1958,USD,EUR,619433.3
1959,EUR,AUD,619749.15
1960,EUR,AUD,620065
1961,EUR,INR,620380.85
1962,USD,EUR,620696.7
1963,EUR,AUD,621012.55
1964,EUR,AUD,621328.4
1965,EUR,INR,621644.25
1966,USD,EUR,621960.1
1967,EUR,AUD,622275.95
1968,EUR,AUD,622591.8
1969,EUR,INR,622907.65
1970,USD,EUR,623223.5
1971,EUR,AUD,623539.35
1972,EUR,AUD,623855.2
1973,EUR,INR,624171.05
1974,USD,EUR,624486.9
1975,EUR,AUD,624802.75
1976,EUR,AUD,625118.6
